0xF306	ki
0xF0744	D.hAM
0xF0745	D.hiM
0xF0747	D.huM
0xF0741	D.haai
0xF0742	D.haau
0xF0743	D.haM
0xF413	D.ha-i
0xF0748	D.h.D.ha
0xF0749	D.h.D.hA
0xF074A	D.h.D.hi
0xF074B	D.h.D.hu
0xF074C	D.h.D.haM
0xF0762	D.h.wa
0xF0763	D.h.wA
0xF0764	D.h.wi
0xF0768	D.h.we
0xF076B	D.h.waM
0xF074D	D.h.ya
0xF074E	D.h.yA
0xF0751	D.h.yu
0xF0753	D.h.ye
0xF0754	D.h.yo
0xF0756	D.h.yaM
0xF6F4	D.h.ra
0xF075A	D.h.rI
0xF0759	D.h.ri
0xF075D	D.h.re
0xF075F	D.h.raau
0xF0760	D.h.raM
0xF0761	D.h.lA
0xF0758	D.h.rA
0xF0724	D.rA
0xF0726	D.rI
0xF0774	NIM
0xF6F7	NAM
0xF0773	NiM
0xF0775	NuM
0xF0770	Naai
0xF0771	Naau
0xF0772	NaM
0xF419	Na-i
0xF6F8	N.Ta
0xF0788	N.TA
0xF0789	N.TI
0xF6F9	N.Ti
0xF078A	N.Tu
0xF6FA	N.Te
0xF078E	N.TaM
0xF0795	N.Tha
0xF0796	N.ThA
0xF0798	N.ThI
0xF079B	N.ThAM
0xF0797	N.Thi
0xF0799	N.Thaai
0xF079A	N.ThaM
0xF079C	N.Th.ya
0xF07AA	N.DAM
0xF07A8	N.Daau
0xF07A9	N.DaM
0xF6FF	N.D.ha
0xF07B2	N.D.hU
0xF07AF	N.D.hi
0xF07B7	N.D.haM
0xF700	N.Na
0xF07B9	N.NA
0xF07BA	N.NI
0xF701	N.Ni
0xF07BB	N.Nu
0xF702	N.Ne
0xF07BE	N.No
0xF07BF	N.Naau
0xF07C0	N.NaM
0xF07C3	N.ta
0xF07C5	N.ti
0xF07C6	N.tu
0xF07C7	N.tha
0xF07C8	N.thA
0xF07D0	N.d.ha
0xF07D1	N.d.hA
0xF07D4	N.pu
0xF07D7	N.ba
0xF07DF	N.ma
0xF0784	N.dza
0xF0806	N.waM
0xF07EE	N.yaai
0xF07F0	N.yaau
0xF07F1	N.ra
0xF07F3	N.rI
0xF07FB	N.la
0xF07FC	N.lA
0xF076F	N.la-i
0xF080D	N.Sha
0xF080E	N.ShA
0xF0812	N.sA
0xF07F2	N.rA
0xF711	tIM
0xF0815	tU
0xF0819	tUM
0xF70F	tAM
0xF710	tiM
0xF0818	tuM
0xF70A	taai
0xF70C	taau
0xF41F	ta-i
0xF712	t.ka
0xF713	t.kA
0xF081D	t.kI
0xF081C	t.ki
0xF0828	t.kiM
0xF714	t.ku
0xF0822	t.ke
0xF0823	t.kaai
0xF0824	t.ko
0xF0825	t.kaau
0xF0826	t.kaM
0xF0843	t.k.wa
0xF0844	t.k.wA
0xF0846	t.k.wo
0xF082C	t.k.ya
0xF0830	t.k.ra
0xF0833	t.k.rI
0xF0832	t.k.ri
0xF0834	t.k.ru
0xF0838	t.k.ro
0xF081F	t.k.ra-i
0xF083F	t.k.le
0xF0848	t.k.Sha
0xF0849	t.k.ShA
0xF084A	t.k.Shi
0xF084D	t.k.She
0xF0860	t.kha
0xF0864	t.khu
0xF0873	t.g.ha
0xF0877	t.Tha
0xF087A	t.tI
0xF087B	t.tU
0xF71A	t.tAM
0xF0883	t.tiM
0xF0885	t.tuM
0xF087F	t.taai
0xF0881	t.taau
0xF0882	t.taM
0xF0889	t.t.ma
0xF089F	t.t.wa
0xF08A0	t.t.wA
0xF08A9	t.t.wAM
0xF08A8	t.t.waM
0xF088A	t.t.ya
0xF088D	t.t.ye
0xF088E	t.t.yaai
0xF088F	t.t.yo
0xF0890	t.t.yaM
0xF0893	t.t.rI
0xF087D	t.t.rA-i
0xF0899	t.t.raM
0xF087C	t.t.ra-i
0xF089B	t.t.R.ya
0xF08AD	t.tha
0xF71C	t.thA
0xF08AF	t.thI
0xF08B6	t.thAM
0xF08AE	t.thi
0xF08B0	t.thu
0xF08B3	t.the
0xF08B5	t.thaM
0xF08B7	t.th.ya
0xF08BB	t.nI
0xF08C4	t.nuM
0xF08BE	t.naai
0xF08C0	t.naau
0xF08C1	t.naM
0xF08C5	t.n.ya
0xF08C6	t.n.yA
0xF722	t.pU
0xF08D4	t.pAM
0xF08D5	t.puM
0xF08D2	t.paau
0xF08D3	t.paM
0xF08D7	t.p.ta
0xF08DA	t.p.ya
0xF08DE	t.p.rI
0xF08E4	t.p.raau
0xF08E6	t.p.la
0xF08F0	t.pha
0xF08F2	t.phi
0xF08F4	t.phu
0xF08FA	t.ph.ra
0xF08FB	t.b.ha
0xF08FE	t.b.hu
0xF0900	t.mU
0xF0902	t.maM
0xF725	t.m.ya
0xF0904	t.m.yA
0xF0921	t.wI
0xF73C	t.wAM
0xF0924	t.waai
0xF0926	t.waau
0xF73B	t.waM
0xF0927	t.w.yA
0xF8EB	haM
0xF0909	t.yI
0xF090A	t.yU
0xF090E	t.yAM
0xF0910	t.yuM
0xF090B	t.yaai
0xF090D	t.yaau
0xF72A	t.yaM
0xF72C	t.rI
0xF734	t.rIM
0xF72D	t.rU
0xF0912	t.rUM
0xF731	t.rAM
0xF708	t.rA-i
0xF732	t.rAMM
0xF733	t.riM
0xF72E	t.raai
0xF72F	t.raau
0xF730	t.raM
0xF425	t.ra-i
0xF081A	t.ra-iM
0xF735	t.R.ya
0xF0913	t.R.yA
0xF0915	t.R.yI
0xF0917	t.R.yU
0xF0916	t.R.yu
0xF0919	t.R.ye
0xF091A	t.R.yaai
0xF736	t.R.yaM
0xF091D	t.la
0xF091E	t.lA
0xF0817	t.lA-i
0xF091F	t.li
0xF0816	t.la-i
0xF0928	t.sha
0xF092F	t.sI
0xF0938	t.sAM
0xF0937	t.saau
0xF73D	t.saM
0xF094F	t.s.t.rI
0xF0951	t.s.thA
0xF0959	t.s.na
0xF095A	t.s.nA
0xF095C	t.s.nI
0xF095F	t.s.ne
0xF0962	t.s.naau
0xF0963	t.s.naM
0xF096E	t.s.pa
0xF097B	t.s.ma
0xF097D	t.s.mi
0xF0991	t.s.wa
0xF0992	t.s.wA
0xF0981	t.s.ya
0xF0982	t.s.yA
0xF0985	t.s.yo
0xF0987	t.s.yaM
0xF0932	t.s.ra-i
0xF737	t.wa
0xF726	t.ya
0xF72B	t.rA
0xF73E	thI
0xF09A1	thIM
0xF73F	thU
0xF741	thE
0xF742	thO
0xF099F	thAM
0xF09A0	thiM
0xF09A2	thuM
0xF099C	thaai
0xF099D	thaau
0xF099E	thaM
0xF43D	tha-i
0xF09A3	th.nA
0xF743	th.ya
0xF1084	th.yA
0xF108C	th.yAM
0xF09A7	th.ye
0xF09A8	th.yaai
0xF09A9	th.yo
0xF09AB	th.yaM
0xF740	th.rA-i
0xF443	th.ra-i
0xF745	th.wa
0xF09AF	th.wi
0xF441	th.ra
0xF09AD	th.rA
0xF747	dI
0xF09B5	dIM
0xF748	dU
0xF09B6	dUM
0xF74A	dO
0xF09B3	dAM
0xF09B4	diM
0xF74D	duM
0xF749	daai
0xF74B	daau
0xF74C	daM
0xF449	da-i
0xF09B9	d.gI
0xF09BB	d.gU
0xF09BF	d.gaai
0xF09C2	d.gaM
0xF09BC	d.g.ra-i
0xF09EA	d.Da
0xF09F7	d.daau
0xF09F3	d.d.rA-i
0xF09F2	d.d.ra-i
0xF0A23	d.d.hAM
0xF0A24	d.d.hiM
0xF0A20	d.d.haai
0xF0A21	d.d.haau
0xF0A22	d.d.haM
0xF0A3A	d.d.h.wa
0xF0A3F	d.d.h.waM
0xF0A32	d.d.h.yAM
0xF0A30	d.d.h.yaau
0xF0A31	d.d.h.yaM
0xF75D	d.d.h.ra
0xF0A1E	d.d.h.ra-i
0xF75E	d.na
0xF0A40	d.nA
0xF0A42	d.nI
0xF0A41	d.ni
0xF0A43	d.nu
0xF0A48	d.no
0xF0A55	d.ba
0xF0A56	d.bA
0xF0A58	d.bI
0xF0A62	d.bAM
0xF0A57	d.bi
0xF0A5D	d.be
0xF0A5F	d.bo
0xF0A61	d.baM
0xF0A65	d.b.ba
0xF0A67	d.b.ya
0xF0A68	d.b.yA
0xF0A69	d.b.yi
0xF0A6C	d.b.ye
0xF0A6D	d.b.yo
0xF0A70	d.b.ra
0xF0A71	d.b.rA
0xF0A73	d.b.rI
0xF0A5B	d.b.ra-i
0xF75F	d.b.ha
0xF0A83	d.b.hA
0xF0A85	d.b.hI
0xF761	d.b.hU
0xF0A84	d.b.hi
0xF760	d.b.hu
0xF0A87	d.b.he
0xF0A89	d.b.ho
0xF0A8C	d.b.h.ya
0xF0A8D	d.b.h.yA
0xF0A96	d.b.h.yAM
0xF0A8E	d.b.h.yi
0xF0A8F	d.b.h.yu
0xF0A93	d.b.h.yo
0xF0A95	d.b.h.yaM
0xF0A98	d.b.h.rA
0xF0A9C	d.b.h.ru
0xF0A86	d.b.h.ra-i
0xF0AAA	d.mAM
0xF0AA8	d.maau
0xF0AA9	d.maM
0xF09E8	d.dza
0xF0AF2	d.wIM
0xF0AF0	d.wAM
0xF0AEE	d.waai
0xF0AEF	d.waau
0xF775	d.waM
0xF456	d.wa-i
0xF0AF3	d.w.ya
0xF0AF4	d.w.yA
0xF0AF5	d.w.yu
0xF0AF8	d.w.ye
0xF0AF9	d.w.yo
0xF0AFB	d.w.yaM
0xF0ACD	d.YAM
0xF0ACE	d.YuM
0xF0ACA	d.Yaai
0xF0ACF	d.YoM
0xF0ACB	d.Yaau
0xF0ACC	d.YaM
0xF0AD5	d.rIM
0xF0AD7	d.rUM
0xF772	d.rUMM
0xF771	d.rAM
0xF09B1	d.rA-i
0xF0AD4	d.riM
0xF0AD6	d.ruM
0xF76F	d.raai
0xF0AD3	d.raau
0xF770	d.raM
0xF44F	d.ra-i
0xF0AE9	d.r.waM
0xF0AE1	d.R.yaM
0xF0AEA	d.la
0xF0AEB	d.lu
0xF09B2	d.la-i
0xF0B07	d.hUM
0xF0B03	d.hAM
0xF0B04	d.hiM
0xF0B06	d.huM
0xF0B00	d.haai
0xF0B01	d.haau
0xF0B02	d.haM
0xF46E	d.ha-i
0xF0B13	d.h.d.ha
0xF0B14	d.h.na
0xF0B15	d.h.nA
0xF0B17	d.h.nI
0xF0B16	d.h.ni
0xF0B18	d.h.nu
0xF0B1C	d.h.no
0xF0B20	d.h.ma
0xF0B21	d.h.mA
0xF0B22	d.h.mi
0xF0B4B	d.h.wAM
0xF0B4A	d.h.waau
0xF77F	d.h.waM
0xF0B33	d.h.yAM
0xF0B2F	d.h.yaai
0xF0B31	d.h.yaau
0xF0B32	d.h.yaM
0xF0AFE	d.h.rA-i
0xF0B3D	d.h.raM
0xF778	d.h.ra-i
0xF0B08	d.h.ra-iM
0xF0B42	d.h.la
0xF0AFF	d.h.la-i
0xF76A	d.Ye
0xF768	d.Ya
0xF769	d.YA
0xF0B0A	d.h.gA
0xF0B1A	d.h.ne
0xF0B23	d.h.mI
0xF0B24	d.h.mu
0xF0B26	d.h.me
0xF0B28	d.h.mo
0xF0B2A	d.h.maM
0xF0B48	d.h.waai
0xF0B46	d.h.w.ra-i
0xF0B3F	d.h.ruM
0xF0B3A	d.h.raai
0xF0B3C	d.h.raau
0xF0B40	d.h.r.ya
0xF0B51	nIM
0xF0B53	nUM
0xF0B4F	nAM
0xF0B50	niM
0xF0B52	nuM
0xF784	naai
0xF786	naau
0xF787	naM
0xF474	na-i
0xF788	n.ka
0xF0B55	n.kA
0xF0B5C	n.kiM
0xF0B58	n.ku
0xF0B61	n.k.Sha
0xF0B63	n.k.Shi
0xF0B67	n.k.She
0xF0B68	n.kha
0xF0B69	n.ga
0xF0B7E	n.tAM
0xF0B7F	n.tiM
0xF0B81	n.tuM
0xF0B7B	n.taai
0xF0B7D	n.taau
0xF791	n.taM
0xF0B83	n.t.ta
0xF0B87	n.t.te
0xF0B8A	n.t.tha
0xF0BA4	n.t.wa
0xF0BA5	n.t.wA
0xF0BA6	n.t.wi
0xF0BAA	n.t.we
0xF0B8C	n.t.ya
0xF0B8D	n.t.yA
0xF0B92	n.t.ye
0xF0B93	n.t.yaai
0xF0B94	n.t.yo
0xF0B9F	n.t.raM
0xF0B79	n.t.ra-i
0xF795	n.tha
0xF796	n.thA
0xF0BBF	n.thI
0xF0BC7	n.thAM
0xF0BBE	n.thi
0xF0BC0	n.thu
0xF0BC2	n.the
0xF0BC3	n.thaai
0xF0BC4	n.tho
0xF0BC6	n.thaM
0xF0BC8	n.th.ya
0xF0BC9	n.th.yA
0xF0BD4	n.dAM
0xF0BD0	n.daai
0xF0BD3	n.daM
0xF0BD6	n.d.d.ha
0xF0BD7	n.d.d.hA
0xF0BD8	n.d.d.hi
0xF0BDA	n.d.d.hu
0xF0BE7	n.d.ma
0xF0BF7	n.d.wa
0xF0BF8	n.d.wA
0xF0BFB	n.d.we
0xF0BFD	n.d.waM
0xF0BE8	n.d.ya
0xF0BE9	n.d.yA
0xF0BCF	n.d.rA-i
0xF0BF3	n.d.raau
0xF0BF4	n.d.raM
0xF0BCE	n.d.ra-i
0xF0C07	n.d.hAM
0xF0C04	n.d.haai
0xF0C05	n.d.haau
0xF0C06	n.d.haM
0xF0C1D	n.d.h.we
0xF0C21	n.d.h.waM
0xF0C0A	n.d.h.ya
0xF0C0B	n.d.h.yA
0xF0C0C	n.d.h.yi
0xF0C0E	n.d.h.ye
0xF0C10	n.d.h.yaM
0xF0C2A	n.nAM
0xF0C26	n.naai
0xF0C28	n.naau
0xF0C29	n.naM
0xF0C2F	n.n.ya
0xF0C25	n.n.ra-i
0xF0C3E	n.pa
0xF7A9	n.pA
0xF0C3F	n.pi
0xF0C40	n.pu
0xF0C43	n.p.ra
0xF0C46	n.p.re
0xF0C48	n.pha
0xF0C49	n.phu
0xF0C4A	n.ba
0xF0C4B	n.bA
0xF0C4E	n.bU
0xF0C4C	n.bi
0xF0C4D	n.bu
0xF0C4F	n.bo
0xF7AB	n.b.ha
0xF0C54	n.b.hU
0xF0C52	n.b.hi
0xF0C53	n.b.hu
0xF0C55	n.b.he
0xF7AC	n.ma
0xF7AD	n.mA
0xF0C5B	n.mI
0xF0C5D	n.mU
0xF0C65	n.mAM
0xF7AE	n.mi
0xF0C5C	n.mu
0xF0C60	n.me
0xF0C61	n.maai
0xF0C62	n.mo
0xF0C64	n.maM
0xF0C5E	n.m.ra-i
0xF0C70	n.m.lA
0xF0B6E	n.tsa
0xF0B6F	n.tsu
0xF789	n.dza
0xF0B72	n.dzi
0xF0B75	n.dzo
0xF0C94	n.wAM
0xF0C90	n.waai
0xF0C96	n.w.yA
0xF7B3	n.yAM
0xF0C78	n.yaai
0xF0C79	n.yaau
0xF7B2	n.yaM
0xF0B4D	n.rA-i
0xF0B54	n.rA-iM
0xF0C82	n.raM
0xF782	n.ra-i
0xF7B7	n.la
0xF0C98	n.sha
0xF0C99	n.shA
0xF0C9A	n.shi
0xF0C9C	n.shu
0xF0C9F	n.shaM
0xF0CA1	n.Sha
0xF0CA8	n.sa
0xF0CA9	n.sA
0xF0CAB	n.sI
0xF0CAD	n.sU
0xF0CB5	n.sAM
0xF0CAA	n.si
0xF0CAC	n.su
0xF0CB0	n.se
0xF0CB1	n.saai
0xF0CB2	n.so
0xF0CB3	n.saau
0xF0CB4	n.saM
0xF0CBA	n.s.ta
0xF0CBC	n.s.thA
0xF0CD4	n.s.wa
0xF0CDA	n.s.waM
0xF0CBF	n.s.yA
0xF0CEA	pIM
0xF0CEB	pUM
0xF0CE8	pAM
0xF0CE9	piM
0xF7C1	puM
0xF7BD	paai
0xF7BF	paau
0xF7C0	paM
0xF48C	pa-i
0xF0D0D	p.tAM
0xF0D0E	p.tiM
0xF0D0A	p.taai
0xF0D0B	p.taau
0xF0D0C	p.taM
0xF0D1F	p.t.wA
0xF0D10	p.t.ya
0xF0D11	p.t.yA
0xF0D12	p.t.yi
0xF0D17	p.t.yaai
0xF0D09	p.t.rA-i
0xF0D1C	p.t.ri
0xF0D08	p.t.ra-i
0xF0D21	p.tha
0xF0D22	p.thA
0xF0D23	p.thi
0xF0D26	p.na
0xF0D27	p.nA
0xF0D2A	p.nu
0xF0D2C	p.ne
0xF0D2E	p.no
0xF0D3B	p.p.yA
0xF0D3D	p.phu
0xF0D3E	p.ba
0xF0D3F	p.ma
0xF0D41	p.mi
0xF0CFA	p.tsa
0xF0D00	p.tsh.ru
0xF0D6C	p.waau
0xF0D6D	p.waM
0xF0D52	p.yAM
0xF0D4F	p.yaai
0xF0D50	p.yaau
0xF0D51	p.yaM
0xF7C9	p.y.wa
0xF0D56	p.rAM
0xF0CE6	p.rA-i
0xF0D53	p.raai
0xF0D54	p.raau
0xF0D55	p.raM
0xF498	p.ra-i
0xF0CEC	p.ra-iM
0xF0D57	p.la
0xF0D58	p.lA
0xF0D5A	p.lI
0xF0D5B	p.lU
0xF0D59	p.li
0xF7CE	p.lu
0xF0D63	p.luM
0xF0D5C	p.le
0xF0D5E	p.lo
0xF0CE7	p.la-i
0xF0D71	p.sh.ru
0xF0D74	p.sa
0xF0D75	p.sA
0xF0D77	p.sI
0xF0D80	p.sAM
0xF0D76	p.si
0xF0D78	p.su
0xF0D7C	p.se
0xF0D7F	p.saM
0xF0D84	p.s.wa
0xF0D82	p.s.ya
0xF0D83	p.s.ye
0xF0D8E	phUM
0xF0D8A	phAM
0xF0D8B	phiM
0xF0D8D	phuM
0xF7D2	pheM
0xF0D87	phaai
0xF0D88	phaau
0xF0D89	phaM
0xF0D97	ph.raai
0xF0DAA	biM
0xF0DAC	buM
0xF7DC	baai
0xF0DA8	baau
0xF7DE	baM
0xF0DAF	b.ga
0xF0DD3	b.tha
0xF0DDE	b.daai
0xF0DE1	b.daM
0xF0DE3	b.d.ha
0xF0DE4	b.d.hA
0xF0DE5	b.d.hI
0xF7E4	b.d.hi
0xF0DEA	b.d.he
0xF0DEC	b.d.ho
0xF0DED	b.d.haau
0xF0DEE	b.d.haM
0xF0DFF	b.na
0xF0E00	b.nA
0xF0E06	b.ne
0xF0E08	b.no
0xF0E0F	b.ba
0xF0E1A	b.b.ha
0xF0E1B	b.b.hA
0xF0E1C	b.b.hi
0xF0E1D	b.b.hu
0xF0E1F	b.b.h.ya
0xF0E21	b.b.h.yAM
0xF0E24	b.b.h.raM
0xF7E1	b.dza
0xF0DB1	b.dzA
0xF0DB2	b.dzi
0xF0DB7	b.dze
0xF0DB8	b.dzaai
0xF0DB9	b.dzo
0xF0DBB	b.dzaM
0xF0E35	b.yAM
0xF0E33	b.yaau
0xF0E34	b.yaM
0xF4DB	b.ra-i
0xF7EC	b.sa
0xF0E50	b.hUM
0xF0E4C	b.hAM
0xF0E4F	b.huM
0xF7F1	b.haai
0xF0E4B	b.haau
0xF505	b.ha-i
0xF0E51	b.h.na
0xF7F9	b.h.yAM
0xF7F8	b.h.yaM
0xF802	b.h.rUM
0xF803	b.h.rUMM
0xF800	b.h.ruM
0xF801	b.h.ruMM
0xF7FE	b.h.raM
0xF7F0	b.h.rA-i
0xF0E80	mUM
0xF80E	mAM
0xF50B	mA-i
0xF0E7F	muM
0xF80A	maai
0xF80C	maau
0xF80D	maM
0xF810	m.ga
0xF0E81	m.Ni
0xF0E83	m.ta
0xF0F1E	m.ti
0xF0E85	m.tha
0xF0E88	m.na
0xF0E89	m.nA
0xF0E8B	m.nI
0xF0E92	m.nAM
0xF0E8A	m.ni
0xF0E8C	m.nu
0xF0E8D	m.ne
0xF0E8E	m.naai
0xF0E8F	m.no
0xF0E91	m.naM
0xF812	m.pa
0xF0E94	m.pA
0xF0E95	m.pI
0xF813	m.pi
0xF0E96	m.pu
0xF0E98	m.pe
0xF0E99	m.paai
0xF0E9A	m.po
0xF0E9E	m.p.ya
0xF0EA0	m.p.ra
0xF0EA1	m.p.rA
0xF0EA2	m.p.ri
0xF0EAA	m.p.raM
0xF814	m.pha
0xF0EAC	m.phi
0xF0EB6	m.baau
0xF0EB7	m.baM
0xF0EB9	m.b.ya
0xF0EC2	m.b.yaM
0xF0EC4	m.b.ra
0xF0ED0	m.b.hAM
0xF0ECD	m.b.haai
0xF0ECE	m.b.haau
0xF0ECF	m.b.haM
0xF0ED1	m.b.h.ya
0xF0ED2	m.b.h.yA
0xF0ED5	m.b.h.yaM
0xF0EDF	m.maM
0xF0EE3	m.m.ra
0xF0EED	m.m.raM
0xF0EF4	m.yaM
0xF517	m.ra-i
0xF824	m.la
0xF0EFD	m.lA
0xF0EFE	m.li
0xF0F03	m.le
0xF0F05	m.lo
0xF0E7B	m.la-i
0xF826	m.sa
0xF0F13	m.sA
0xF0F1D	m.sAM
0xF0F16	m.su
0xF0F1A	m.so
0xF6A4	tsaai
0xF6A6	tsaau
0xF6A7	tsaM
0xF0453	ts.nya
0xF0455	ts.ma
0xF0456	ts.mi
0xF042C	ts.tsaai
0xF042E	ts.tsaau
0xF043B	ts.tshAM
0xF0437	ts.tshaai
0xF0439	ts.tshaau
0xF043D	ts.tsh.ma
0xF044A	ts.tsh.wa
0xF044B	ts.tsh.wA
0xF044C	ts.tsh.wi
0xF0450	ts.tsh.we
0xF0452	ts.tsh.waM
0xF043E	ts.tsh.ya
0xF043F	ts.tsh.ra
0xF0440	ts.tsh.rA
0xF0441	ts.tsh.ri
0xF0443	ts.tsh.ru
0xF0445	ts.tsh.re
0xF0448	ts.tsh.lA
0xF0449	ts.tsh.lo
0xF0458	ts.ya
0xF0459	ts.yA
0xF045B	ts.yu
0xF045F	ts.yaM
0xF6AF	ts.la
0xF046D	tshAM
0xF046A	tshaai
0xF046B	tshaau
0xF6B6	tsh.ya
0xF0475	tsh.yaM
0xF0481	dzaai
0xF0482	dzaau
0xF0483	dzaM
0xF04B9	dz.nyAM
0xF04B8	dz.nyaM
0xF04BC	dz.ny.ya
0xF04BD	dz.ny.yA
0xF04C5	dz.ma
0xF04C6	dz.mA
0xF04C7	dz.mi
0xF048A	dz.dza
0xF048B	dz.dzA
0xF048D	dz.dzI
0xF048C	dz.dzi
0xF0491	dz.dze
0xF0494	dz.dzaau
0xF0497	dz.dz.nya
0xF04A2	dz.dz.wa
0xF049D	dz.dz.ya
0xF049F	dz.dz.ye
0xF04A8	dz.dz.ha
0xF04A9	dz.dz.hA
0xF04AA	dz.dz.hi
0xF04B0	dz.dz.haau
0xF04D7	dz.yaai
0xF04D9	dz.yaM
0xF04E3	dz.rIM
0xF04E1	dz.rAM
0xF04E2	dz.riM
0xF6CB	dz.haai
0xF04F5	dz.haau
0xF04F6	dz.haM
0xF12C2	wAM
0xF12C1	waau
0xF887	waM
0xF56F	zha-i
0xF59A	achunguM
0xF593	achunga-i
0xF82A	yAM
0xF0F27	yuM
0xF0F22	yaai
0xF0F23	yaau
0xF0F24	yaM
0xF82D	y.na
0xF82F	y.ba
0xF831	y.ya
0xF832	y.ra
0xF0F48	y.sa
0xF0F29	y.yA
0xF0F2A	y.yi
0xF0F2E	y.ye
0xF0F50	rAM
0xF0F53	ruM
0xF836	raai
0xF838	raau
0xF839	raM
0xF0F5B	r.kaM
0xF0F5E	r.k.ka
0xF0F5F	r.k.kA
0xF0F62	r.k.ku
0xF0F65	r.k.ko
0xF0F66	r.k.kaM
0xF0F75	r.k.Sha
0xF0F76	r.k.ShA
0xF0F78	r.k.ShI
0xF0F77	r.k.Shi
0xF0F79	r.k.Shu
0xF0F7E	r.k.Shaau
0xF0F7F	r.k.ShaM
0xF0F81	r.k.Sh.ya
0xF0F82	r.k.Sh.yA
0xF0F83	r.k.Sh.yaM
0xF0F85	r.kha
0xF0F8B	r.khe
0xF0F8F	r.khaM
0xF0F98	r.gaau
0xF0F99	r.gaM
0xF0F9B	r.g.ga
0xF0F9C	r.g.gA
0xF0F9D	r.g.gi
0xF0FA0	r.g.ge
0xF0FA1	r.g.go
0xF0FA2	r.g.gaM
0xF0FA4	r.g.yaM
0xF0F95	r.g.ra-i
0xF0FB6	r.g.haai
0xF83B	r.g.haM
0xF0FBB	r.g.h.ya
0xF0FB4	r.g.h.ra-i
0xF0FB9	r.g.hAM
0xF0FB8	r.g.haau
0xF0FBA	r.g.h.na
0xF0FBC	r.g.h.yA
0xF0FBD	r.g.h.yaM
0xF0FBF	r.g.h.ra
0xF83F	r.Ta
0xF1014	r.Ti
0xF1017	r.Da
0xF1019	r.Di
0xF840	r.Na
0xF841	r.NA
0xF1020	r.NI
0xF1025	r.NAM
0xF842	r.Ni
0xF1022	r.No
0xF1023	r.Naau
0xF1024	r.NaM
0xF843	r.N.Na
0xF1027	r.N.NA
0xF102A	r.N.NU
0xF1031	r.N.NAM
0xF1028	r.N.Ni
0xF1029	r.N.Nu
0xF102C	r.N.Ne
0xF102E	r.N.No
0xF102F	r.N.Naau
0xF1030	r.N.NaM
0xF1032	r.N.N.ya
0xF1033	r.N.N.yaM
0xF1034	r.N.ya
0xF1037	r.N.yaM
0xF1021	r.N.ra-i
0xF103F	r.tAM
0xF1041	r.tuM
0xF103E	r.taM
0xF42B	r.ta-i
0xF846	r.t.ta
0xF1042	r.t.tA
0xF1043	r.t.tI
0xF104F	r.t.tIM
0xF104D	r.t.tAM
0xF847	r.t.ti
0xF104E	r.t.tiM
0xF1044	r.t.tu
0xF1050	r.t.tuM
0xF1048	r.t.te
0xF1049	r.t.taai
0xF104A	r.t.to
0xF104C	r.t.taM
0xF1051	r.t.t.ya
0xF1053	r.t.t.yu
0xF1046	r.t.t.ra-i
0xF848	r.t.ma
0xF105A	r.t.mA
0xF1075	r.t.waM
0xF1061	r.t.yaM
0xF103B	r.t.rA-i
0xF106D	r.t.raM
0xF103A	r.t.ra-i
0xF1077	r.t.sa
0xF1079	r.t.s.n.ya
0xF107A	r.t.s.ya
0xF107B	r.thA
0xF107C	r.thI
0xF1082	r.thAM
0xF84A	r.thi
0xF107D	r.the
0xF107E	r.thaai
0xF107F	r.tho
0xF1080	r.thaau
0xF1081	r.thaM
0xF1091	r.daai
0xF1093	r.daM
0xF1095	r.d.da
0xF1096	r.d.dA
0xF1097	r.d.di
0xF1099	r.d.du
0xF109C	r.d.de
0xF109D	r.d.do
0xF109B	r.d.d.ra-i
0xF10A2	r.d.d.ha
0xF10A3	r.d.d.hA
0xF10A4	r.d.d.hi
0xF10C3	r.d.waau
0xF1090	r.d.rA-i
0xF10D1	r.d.hAM
0xF10CF	r.d.haau
0xF10D0	r.d.haM
0xF10D3	r.d.h.ni
0xF10E5	r.d.h.wa
0xF10E7	r.d.h.wi
0xF10EA	r.d.h.waM
0xF10D5	r.d.h.ya
0xF10D6	r.d.h.yA
0xF10DB	r.d.h.yaM
0xF10DD	r.d.h.ra
0xF10F3	r.nAM
0xF10F2	r.naM
0xF10EE	r.n.ra-i
0xF850	r.pa
0xF10F5	r.pA
0xF10F7	r.pI
0xF10F9	r.pU
0xF10F6	r.pi
0xF10F8	r.pu
0xF10FB	r.pe
0xF10FF	r.p.tA
0xF1100	r.p.pa
0xF1101	r.p.pA
0xF1102	r.p.pi
0xF1103	r.p.pe
0xF1104	r.p.ya
0xF1105	r.p.yA
0xF1107	r.p.ra
0xF1108	r.p.rA
0xF110B	r.p.sI
0xF110A	r.p.si
0xF110E	r.phu
0xF1115	r.bAM
0xF1113	r.baai
0xF1114	r.baau
0xF852	r.baM
0xF4E7	r.ba-i
0xF853	r.b.ba
0xF1118	r.b.bA
0xF1119	r.b.bI
0xF111F	r.b.bAM
0xF854	r.b.bi
0xF111C	r.b.be
0xF111D	r.b.bo
0xF111E	r.b.baM
0xF1121	r.b.b.ya
0xF1120	r.b.b.hi
0xF1112	r.b.rA-i
0xF1111	r.b.ra-i
0xF1144	r.b.hAM
0xF1145	r.b.huM
0xF1140	r.b.haai
0xF1142	r.b.haau
0xF1143	r.b.haM
0xF1159	r.b.h.wa
0xF1147	r.b.h.ya
0xF1148	r.b.h.yA
